sample_id,crop_label,N,P,K,pH,soil_moisture,temperature,humidity,rainfall,solar_radiation,elevation,irrigation,previous_crop
S1045465,wheat,0.217,26.53,69.47,6.3,13.2,16.07,54.95,418.22,20.83,1841.18,irrigated,wheat
S1001966,sugarcane,0.434,44.4,106.79,6.13,11.02,33.26,48.18,95.66,18.42,461.19,rainfed,vegetable
S1015152,potato,0.34,13.07,226.72,6.15,14.54,1.58,56.38,325.61,21.33,2385.95,rainfed,fallow
S1019113,lentil,0.307,21.27,129.49,6.49,17.72,27.88,42.23,98.98,13.4,950.26,rainfed,vegetable
S1076206,wheat,0.221,47.31,119.32,4.18,15.37,10.35,50.41,186.65,12.98,2188.93,rainfed,wheat
S1032141,soybean,0.362,53.42,59.48,6.13,11.18,21.35,65.57,24.51,19.9,2025.91,rainfed,fallow
S1021934,soybean,0.288,26.24,206.8,6.04,19.47,14.84,79.02,422.24,19.18,1917.53,irrigated,maize
S1040359,wheat,0.219,25.58,154.33,5.93,0.1,29.74,67.43,351.62,19.76,476.38,rainfed,pulses
S1053841,wheat,0.265,19.08,200.41,7.68,13.6,19.1,50.28,356.71,24.95,1401.83,rainfed,rice
S1009162,rice,0.321,41.75,302.45,6.71,15.21,24.48,78.71,212.68,18.66,1922.92,irrigated,pulses
S1087843,wheat,0.297,42.51,139.6,6.8,10.39,22.84,61.11,148.46,24.2,1599.23,rainfed,maize
S1037629,wheat,0.252,39.48,112.59,6.37,22.01,13.71,63.7,323.76,19.26,1389.02,irrigated,wheat
S1083304,wheat,0.336,29.51,163.15,7.16,8.93,-0.21,62.34,116.63,15.27,1810.68,rainfed,maize
S1066269,rice,0.382,36.41,208.25,7.94,15.62,23.52,53.42,400.57,22.93,1080.26,rainfed,fallow
S1034653,millet,0.562,35.36,200.55,6.27,8.96,32.56,78.32,352.35,25.18,395.14,rainfed,wheat
S1041962,barley,0.454,42.31,171.23,6.8,8.93,25.82,46.12,34.03,16.32,727.61,rainfed,wheat
S1039590,wheat,0.343,45.96,165.72,7.94,12.07,17.22,50.06,22.0,16.66,2111.91,irrigated,wheat
S1081035,wheat,0.109,13.99,150.14,7.09,14.34,27.22,77.77,362.91,17.72,350.88,rainfed,vegetable
S1010980,rice,0.267,33.78,143.91,7.16,6.39,6.28,91.17,151.51,17.9,1731.53,irrigated,rice
S1056299,mustard,0.526,26.79,204.84,5.13,10.97,13.04,71.71,547.64,24.02,2374.93,rainfed,maize
S1061548,lentil,0.547,46.35,180.07,6.64,3.16,18.48,55.13,65.41,22.02,1392.59,irrigated,pulses
S1088400,sugarcane,0.529,6.88,283.79,5.63,6.79,32.57,53.8,160.63,19.86,739.59,irrigated,wheat
S1044323,rice,0.369,46.85,209.48,6.1,18.82,23.0,41.89,273.86,14.06,119.08,irrigated,fallow
S1055207,maize,0.466,51.38,196.84,5.91,19.14,15.77,44.13,386.55,7.77,1051.87,irrigated,maize
S1053527,lentil,0.372,31.37,187.77,5.97,9.55,17.27,53.57,487.83,15.4,1574.93,irrigated,wheat
S1026970,barley,0.291,31.65,157.62,7.07,10.08,17.29,69.74,171.94,20.35,1905.79,rainfed,wheat
S1073217,barley,0.119,28.92,110.72,7.27,11.33,17.59,72.53,255.76,25.11,1141.43,rainfed,vegetable
S1065890,mustard,0.411,50.95,150.01,6.41,14.27,19.04,79.7,175.85,13.18,1380.72,rainfed,maize
S1042221,mustard,0.097,18.57,187.69,5.84,16.82,12.5,64.66,504.12,15.84,727.89,rainfed,maize
S1097865,sugarcane,0.052,43.44,87.68,6.61,7.04,15.69,78.73,90.59,16.41,32.21,rainfed,rice
S1012250,millet,0.276,24.72,109.48,6.15,12.51,19.26,72.11,148.31,23.13,1669.65,irrigated,rice
S1069436,maize,0.188,45.82,112.44,7.14,19.77,25.39,39.45,90.01,9.41,823.49,irrigated,pulses
S1038432,wheat,0.094,24.97,191.56,7.0,7.19,30.21,62.74,244.08,19.35,1616.26,rainfed,wheat
S1040889,wheat,0.413,57.33,190.86,6.37,10.42,18.97,79.25,357.92,15.9,1089.84,rainfed,wheat
S1030998,potato,0.581,40.64,253.95,7.13,18.99,25.3,70.25,948.42,23.01,1276.13,rainfed,fallow
S1056145,sugarcane,0.342,15.72,281.1,5.9,10.72,13.75,49.83,188.41,17.28,915.25,rainfed,wheat
S1095413,wheat,0.338,26.45,238.36,5.69,8.92,23.76,43.61,224.58,21.66,429.12,rainfed,vegetable
S1022155,lentil,0.333,47.41,182.85,6.31,6.48,20.31,70.62,20.46,16.28,980.39,rainfed,rice
S1017613,potato,0.199,27.01,162.33,8.27,13.86,26.46,61.01,65.56,15.07,922.29,irrigated,fallow
S1056443,mustard,0.251,35.13,320.87,4.6,21.89,14.81,56.94,500.33,15.54,1113.51,rainfed,vegetable
S1098399,millet,0.161,38.69,77.42,7.77,6.26,15.65,47.43,247.51,20.82,1439.57,rainfed,vegetable
S1024052,rice,0.418,27.51,174.49,7.39,9.5,20.02,57.1,272.29,17.98,1271.71,rainfed,wheat
S1050242,wheat,0.353,47.71,150.53,6.02,3.85,21.46,78.1,138.66,18.32,1491.32,rainfed,vegetable
S1058998,wheat,0.367,44.04,291.76,7.07,15.77,30.17,72.67,173.34,15.28,515.26,irrigated,vegetable
S1031344,millet,0.297,22.17,187.39,6.91,8.63,16.3,47.07,133.63,13.48,476.48,irrigated,pulses
S1061241,millet,0.2,47.32,243.57,7.46,0.1,14.65,60.68,124.99,13.93,1288.12,irrigated,pulses
S1092529,mustard,0.468,41.63,217.13,6.02,8.95,20.09,46.22,318.67,17.76,1921.71,rainfed,wheat
S1080828,sugarcane,0.347,38.25,219.89,6.14,11.88,18.76,47.81,288.32,16.79,1059.16,rainfed,rice
S1051725,sugarcane,0.109,30.75,265.1,7.35,7.11,13.54,76.67,702.98,17.27,1594.52,irrigated,wheat
S1033879,barley,0.508,31.52,60.39,5.73,11.52,22.25,68.8,198.29,9.35,1483.8,rainfed,vegetable
S1083006,millet,0.102,25.39,246.23,6.34,10.22,8.3,58.91,42.71,21.69,1586.01,rainfed,rice
S1073908,lentil,0.302,42.99,220.95,6.23,6.07,16.26,84.56,287.1,16.24,486.52,rainfed,rice
S1067246,lentil,0.254,44.14,105.41,6.49,7.02,12.88,54.57,341.64,21.85,474.19,rainfed,maize
S1088807,sugarcane,0.259,44.93,191.73,6.97,15.01,23.4,55.88,125.34,16.81,1207.45,rainfed,maize
S1013121,sugarcane,0.343,8.28,217.94,6.39,13.72,17.22,80.22,263.66,12.34,108.49,irrigated,rice
S1008257,lentil,0.468,48.54,167.28,6.22,18.16,18.49,59.46,251.11,17.49,2452.57,irrigated,fallow
S1093380,mustard,0.386,51.87,202.49,7.47,8.54,22.99,61.56,114.73,17.24,1397.27,irrigated,rice
S1013914,wheat,0.371,48.81,125.47,7.24,19.45,19.34,73.34,57.06,12.1,1183.85,irrigated,wheat
S1030902,soybean,0.244,31.11,167.17,6.19,6.8,10.38,84.46,211.03,12.53,1460.69,irrigated,vegetable
S1072858,rice,0.455,28.82,264.44,7.52,2.24,23.65,57.7,470.55,13.77,268.9,irrigated,vegetable
S1020292,wheat,0.383,23.43,149.64,6.35,17.11,21.86,45.06,238.19,12.55,1296.0,rainfed,pulses
S1058170,rice,0.201,30.19,133.49,5.16,6.63,25.15,60.4,130.12,14.27,1569.71,rainfed,pulses
S1020949,potato,0.428,62.85,158.46,5.16,13.68,19.62,46.49,100.86,16.24,722.3,rainfed,maize
S1036694,rice,0.345,28.98,253.1,6.08,7.43,27.96,60.53,62.45,17.04,676.31,irrigated,wheat
S1008525,maize,0.414,41.53,191.67,8.36,11.75,19.48,45.42,377.08,10.46,56.26,rainfed,maize
S1078271,soybean,0.348,51.7,92.93,7.1,8.99,30.27,62.91,119.61,17.5,1209.91,irrigated,rice
S1077402,millet,0.272,22.29,177.81,6.75,10.25,8.99,67.74,79.97,23.74,2309.19,irrigated,wheat
S1077651,wheat,0.448,33.3,183.03,7.6,5.71,16.29,58.22,302.44,17.44,945.33,irrigated,wheat
S1099836,barley,0.325,19.98,155.68,6.85,7.77,13.46,80.21,351.6,20.35,2154.19,irrigated,pulses
S1092271,millet,0.46,41.57,162.13,5.72,26.47,4.25,43.28,253.96,22.93,1365.82,rainfed,vegetable
S1029775,soybean,0.326,33.8,93.67,7.46,10.88,13.4,56.62,157.06,16.03,2395.09,rainfed,pulses
S1034807,rice,0.437,33.82,86.9,6.83,18.77,27.63,67.65,969.0,15.09,1259.81,rainfed,wheat
S1016885,millet,0.423,60.49,182.2,8.13,15.8,14.79,47.62,189.36,22.64,1068.27,rainfed,maize
S1049983,mustard,0.351,21.43,10.0,6.73,2.49,12.24,58.85,271.63,19.08,2162.2,rainfed,wheat
S1062614,millet,0.233,33.14,193.1,7.55,6.51,19.15,54.54,181.46,15.72,1242.52,rainfed,pulses
S1014228,wheat,0.145,29.87,88.92,7.38,22.21,24.16,64.71,220.27,26.93,4.31,rainfed,vegetable
S1052176,potato,0.462,17.48,288.93,6.05,13.6,26.77,46.26,330.72,21.63,906.67,rainfed,pulses
S1008028,lentil,0.229,40.21,128.43,6.16,11.79,19.28,50.81,417.73,14.53,1311.09,rainfed,wheat
S1028921,millet,0.525,46.49,35.1,5.97,10.99,15.22,40.94,235.05,12.57,1514.9,rainfed,pulses
S1069419,wheat,0.22,26.1,266.95,6.71,18.8,20.37,42.67,244.91,24.75,2115.31,irrigated,maize
S1070811,maize,0.406,46.53,118.47,6.67,7.09,9.87,26.68,157.29,17.45,1963.84,rainfed,fallow
S1034363,maize,0.221,26.47,206.21,7.25,14.27,19.69,53.09,309.32,22.1,2007.05,rainfed,pulses
S1043203,lentil,0.246,32.96,93.97,5.93,9.9,20.83,46.83,306.6,19.59,2494.6,rainfed,fallow
S1036794,barley,0.534,40.84,261.93,6.63,8.28,17.71,50.23,101.83,19.11,1370.26,irrigated,fallow
S1097026,millet,0.188,31.15,216.18,5.07,6.64,23.11,48.65,116.4,16.49,1309.23,irrigated,wheat
S1063342,mustard,0.373,52.21,285.56,5.9,10.79,11.54,72.32,179.02,19.95,1713.98,rainfed,vegetable
S1036955,wheat,0.354,35.31,129.45,5.14,10.34,18.17,49.18,190.84,22.75,1943.87,rainfed,vegetable
S1069228,rice,0.175,42.26,122.15,5.57,19.69,15.45,72.96,659.08,22.85,2227.73,irrigated,vegetable
S1009423,sugarcane,0.367,56.99,163.56,6.17,15.03,20.48,29.94,207.78,13.78,1004.13,rainfed,maize
S1086000,sugarcane,0.336,34.23,241.67,7.09,14.67,6.81,67.32,140.11,21.13,1968.43,rainfed,fallow
S1016958,rice,0.165,1.0,275.2,5.77,7.53,14.64,51.43,105.58,20.76,2224.0,rainfed,vegetable
S1021614,barley,0.288,45.59,262.24,6.41,9.34,18.84,43.44,318.23,19.28,1982.53,irrigated,rice
S1061461,sugarcane,0.372,42.7,160.65,6.0,9.08,13.19,49.65,169.93,21.58,363.57,irrigated,pulses
S1061773,maize,0.041,37.53,177.13,5.78,5.22,8.22,56.63,668.89,19.56,1536.47,irrigated,rice
S1086801,barley,0.233,46.37,227.92,6.83,4.82,10.09,89.81,93.24,13.18,1950.71,irrigated,wheat
S1067502,sugarcane,0.422,40.32,98.56,7.8,12.01,38.19,55.64,339.08,15.99,216.12,irrigated,rice
S1079370,maize,0.106,39.19,116.01,5.7,8.31,17.93,63.02,62.29,21.83,1518.2,rainfed,maize
S1034496,lentil,0.184,40.6,198.39,6.33,4.45,9.57,51.5,373.49,18.53,1065.41,rainfed,fallow
S1043008,sugarcane,0.201,18.69,170.76,6.37,7.77,9.94,51.82,72.46,17.01,1799.38,rainfed,pulses
S1091597,mustard,0.465,54.23,193.47,6.66,5.33,17.44,63.24,759.27,23.88,1997.42,rainfed,vegetable
S1075438,maize,0.297,13.83,232.48,6.48,6.35,9.74,77.34,592.0,19.92,910.84,irrigated,vegetable
S1029719,millet,0.339,46.3,184.67,7.68,18.62,29.95,84.83,180.1,19.43,1295.79,rainfed,pulses
S1038606,mustard,0.221,49.61,285.82,6.0,10.66,2.17,41.93,647.75,19.35,1867.35,rainfed,wheat
S1077126,rice,0.427,33.09,121.88,5.76,14.69,8.89,50.55,585.17,20.02,1248.27,irrigated,wheat
S1097087,potato,0.518,19.15,117.66,7.41,12.16,9.91,32.95,737.22,14.71,462.57,irrigated,vegetable
S1024626,wheat,0.388,35.01,210.53,7.08,16.56,19.45,58.12,524.67,17.3,1205.79,irrigated,wheat
S1061814,mustard,0.433,57.82,201.78,6.14,15.48,14.86,81.41,186.86,15.01,2073.64,irrigated,rice
S1069755,sugarcane,0.306,33.2,115.48,5.24,13.18,21.23,42.87,388.47,17.88,1373.38,rainfed,pulses
S1011930,maize,0.348,21.59,74.99,8.0,14.81,17.65,74.97,374.91,17.65,1724.6,irrigated,wheat
S1016160,lentil,0.199,52.3,154.35,6.49,16.45,15.46,51.97,278.09,11.59,1355.1,irrigated,vegetable
S1047439,wheat,0.271,24.71,180.15,5.97,5.07,11.96,53.67,323.74,17.81,2396.44,rainfed,pulses
S1034605,barley,0.606,44.29,200.95,5.83,16.17,17.59,73.67,345.22,21.63,734.44,irrigated,vegetable
S1014106,lentil,0.176,28.98,267.29,5.96,12.84,6.78,63.88,50.86,15.7,1406.93,rainfed,wheat
S1090650,sugarcane,0.145,26.22,138.77,6.11,23.64,13.43,63.92,103.75,15.08,1854.35,irrigated,pulses
S1098434,millet,0.297,40.16,95.61,6.22,8.74,24.45,55.39,76.0,21.67,1047.26,rainfed,pulses
S1017502,potato,0.289,18.43,209.98,5.97,7.97,18.16,24.31,535.76,13.78,2301.84,rainfed,maize
S1063485,wheat,0.216,29.92,209.01,4.93,2.0,8.99,42.62,268.02,18.34,1464.55,rainfed,rice
S1033075,mustard,0.328,40.07,189.42,6.73,12.31,24.47,53.12,47.42,24.28,1124.7,irrigated,maize
S1079808,mustard,0.365,3.31,150.04,5.97,11.83,16.74,52.45,116.19,13.67,1795.14,rainfed,wheat
S1090790,potato,0.436,21.48,229.9,5.2,7.58,5.35,61.37,116.09,17.65,1158.01,rainfed,rice
S1093364,sugarcane,0.283,33.52,238.74,6.89,12.48,16.79,49.09,153.88,18.59,947.59,rainfed,wheat
S1018292,millet,0.423,32.82,300.99,7.99,13.5,29.91,60.24,148.39,14.3,929.74,irrigated,vegetable
S1043849,rice,0.234,21.68,158.54,6.39,10.1,12.67,64.04,43.97,15.01,598.41,irrigated,pulses
S1035067,wheat,0.517,37.73,174.59,7.68,12.38,23.61,78.9,94.99,10.1,617.63,irrigated,wheat
S1061392,millet,0.329,38.53,288.21,6.34,13.08,25.9,70.22,364.28,18.4,431.06,irrigated,rice
S1027381,sugarcane,0.303,35.03,277.28,7.2,4.72,10.97,66.92,227.02,12.78,1641.25,irrigated,vegetable
S1085413,barley,0.259,29.55,127.78,5.18,9.49,12.87,44.16,21.21,19.49,2118.17,rainfed,maize
S1013797,rice,0.238,53.75,152.86,5.79,6.29,17.7,41.89,354.37,19.6,1453.46,rainfed,wheat
S1001728,lentil,0.347,31.09,87.39,6.79,10.32,12.03,49.95,437.23,21.2,2034.93,irrigated,fallow
S1066100,millet,0.234,3.81,176.96,4.89,9.38,17.55,74.79,326.98,22.26,723.39,irrigated,wheat
S1007677,barley,0.188,29.48,196.36,6.45,17.87,6.22,67.19,320.95,10.61,2411.73,irrigated,wheat
S1073314,millet,0.346,49.55,167.72,6.58,13.38,24.86,83.35,216.75,20.95,508.68,irrigated,vegetable
S1069695,barley,0.424,21.65,202.5,6.41,6.19,30.62,56.27,74.05,16.55,415.9,irrigated,wheat
S1005438,wheat,0.303,74.22,186.84,6.98,11.78,28.79,54.45,640.74,19.99,75.88,irrigated,wheat
S1073380,soybean,0.318,20.85,120.91,7.19,19.1,26.63,66.66,812.64,11.31,1276.55,irrigated,vegetable
S1034590,mustard,0.43,41.12,95.6,6.5,16.99,22.12,77.33,868.35,16.62,326.67,irrigated,maize
S1008452,rice,0.368,46.66,223.19,6.73,16.07,19.64,55.42,349.65,20.03,1737.05,rainfed,fallow
S1006234,lentil,0.364,37.9,235.36,5.94,5.81,16.99,95.26,92.69,22.77,946.76,rainfed,wheat
S1056579,soybean,0.141,40.85,87.22,5.23,10.77,23.79,68.22,408.32,12.0,1276.67,irrigated,fallow
S1044068,wheat,0.306,21.68,185.98,7.09,1.91,11.1,64.96,157.35,14.04,2310.29,irrigated,pulses
S1073661,barley,0.406,9.34,129.45,6.45,21.56,29.64,57.07,358.09,18.41,1098.25,irrigated,fallow
S1018241,potato,0.24,29.89,217.42,6.2,0.36,20.33,40.94,111.94,17.34,896.01,rainfed,vegetable
S1072559,millet,0.288,18.67,116.94,5.69,12.38,4.08,58.14,278.74,17.68,2495.79,irrigated,wheat
S1011372,barley,0.211,36.41,146.05,7.18,11.07,14.5,48.73,494.1,9.07,1995.55,rainfed,pulses
S1053067,mustard,0.393,35.73,195.76,5.67,3.44,23.66,48.8,103.93,18.66,1258.38,irrigated,rice
S1054396,barley,0.313,8.43,226.08,8.23,5.78,12.84,76.85,352.69,23.84,1524.95,rainfed,maize
S1060743,mustard,0.249,23.89,122.19,6.54,5.2,13.74,76.9,153.91,13.94,807.83,rainfed,vegetable
S1004232,barley,0.122,37.37,190.65,7.36,7.85,14.28,68.89,492.58,21.4,896.55,irrigated,pulses
S1066149,soybean,0.285,1.0,109.28,6.65,3.41,12.01,68.55,262.47,21.38,537.1,rainfed,fallow
S1000226,sugarcane,0.306,46.42,106.27,6.52,9.24,7.71,70.09,58.1,11.27,2432.53,rainfed,pulses
S1038050,maize,0.525,22.15,247.19,6.87,14.18,26.66,49.55,652.34,17.16,1026.42,rainfed,vegetable
S1075830,mustard,0.203,38.64,301.25,5.84,18.16,16.48,56.02,413.06,15.54,399.06,irrigated,maize
S1011712,soybean,0.348,43.31,255.69,6.64,13.94,19.27,54.0,604.2,10.95,1723.91,rainfed,pulses
S1089798,rice,0.24,40.01,213.44,5.47,19.23,26.49,50.32,109.3,16.54,600.84,rainfed,wheat
S1084721,potato,0.476,41.16,186.68,6.48,7.77,19.04,88.9,155.24,21.96,796.99,rainfed,vegetable
S1011650,wheat,0.361,35.37,257.54,6.86,14.91,13.04,52.44,227.7,15.25,897.98,irrigated,maize
S1063792,barley,0.49,35.74,260.46,6.15,6.71,10.08,52.63,158.44,15.25,1648.16,rainfed,rice
S1018331,millet,0.428,35.31,296.63,7.38,7.62,14.13,65.72,164.05,12.63,1252.32,rainfed,vegetable
S1059464,maize,0.058,44.04,167.38,6.82,7.52,25.94,72.01,417.33,18.7,59.41,rainfed,wheat
S1031838,wheat,0.476,44.2,115.3,7.15,14.08,16.64,80.33,662.19,24.7,1839.76,rainfed,fallow
S1035887,wheat,0.217,25.83,252.54,7.03,0.1,9.18,44.34,502.14,13.34,1878.26,rainfed,wheat
S1070557,rice,0.351,12.35,111.59,5.76,17.54,22.65,73.67,819.04,23.36,1328.84,rainfed,rice
S1068841,maize,0.227,35.23,208.94,5.57,10.1,20.81,61.84,276.44,19.22,1466.93,rainfed,rice
S1044299,barley,0.423,33.69,136.94,7.27,9.67,13.6,73.57,337.94,24.29,1033.37,irrigated,pulses
S1039431,millet,0.18,14.25,246.48,6.58,8.63,29.37,90.16,115.12,15.55,33.67,rainfed,rice
S1071757,potato,0.159,7.94,131.4,6.42,8.05,9.72,63.81,220.93,14.19,1201.28,rainfed,maize
S1051266,lentil,0.362,53.61,134.87,7.33,4.98,34.93,51.56,303.89,20.87,549.28,irrigated,vegetable
S1049808,millet,0.218,41.16,222.73,6.71,7.02,28.22,54.51,366.08,13.12,314.79,rainfed,vegetable
S1086688,maize,0.304,27.8,149.84,6.62,23.15,16.78,60.53,85.33,13.63,926.33,irrigated,pulses
S1061004,lentil,0.299,31.77,154.4,7.3,11.71,25.83,53.71,231.7,16.67,491.95,rainfed,vegetable
S1060770,wheat,0.243,15.88,199.21,6.35,15.21,1.28,81.75,160.04,22.57,2322.66,rainfed,maize
S1000087,rice,0.367,23.84,258.51,5.68,14.71,9.7,71.22,382.17,17.56,1593.89,irrigated,maize
S1077203,millet,0.33,47.2,220.92,6.49,14.34,11.54,65.25,788.0,23.28,2226.52,rainfed,rice
S1051987,sugarcane,0.23,32.84,182.54,6.96,12.84,21.98,55.99,183.74,14.88,1158.02,irrigated,rice
S1082149,wheat,0.328,38.52,262.88,6.91,13.83,18.62,55.94,174.15,11.56,517.07,irrigated,maize
S1043733,potato,0.432,48.92,229.47,6.15,15.74,16.98,78.56,552.67,13.44,1654.6,irrigated,vegetable
S1095181,barley,0.547,40.66,150.71,8.04,6.62,13.0,67.74,184.81,22.77,928.67,rainfed,vegetable
S1088476,soybean,0.343,33.16,201.21,6.42,14.99,20.65,49.6,56.02,17.09,1387.58,irrigated,vegetable
S1062005,wheat,0.358,32.9,219.57,6.56,9.35,20.48,60.47,302.91,14.76,1517.9,rainfed,fallow
S1030883,soybean,0.348,39.92,217.5,6.43,19.95,20.36,52.2,500.61,18.63,821.34,rainfed,rice
S1050766,sugarcane,0.284,28.49,190.8,5.43,9.08,8.74,71.04,59.32,22.16,1313.27,rainfed,pulses
S1074955,barley,0.289,23.12,199.36,6.72,4.61,7.45,51.78,229.6,14.77,1233.38,rainfed,fallow
S1012750,rice,0.293,31.33,188.37,6.67,9.4,32.91,45.76,345.06,15.6,70.71,irrigated,fallow
S1036506,rice,0.377,23.12,193.74,6.62,7.12,28.94,75.43,890.53,14.38,838.86,irrigated,maize
S1009937,wheat,0.607,33.09,152.78,6.79,15.52,17.97,50.71,120.95,16.1,1692.82,rainfed,rice
S1018373,mustard,0.34,44.02,158.03,7.64,11.36,17.09,49.85,581.34,21.3,2365.49,rainfed,wheat
S1092220,sugarcane,0.44,27.04,150.33,8.14,12.99,20.59,71.98,386.61,21.29,791.86,rainfed,pulses
S1090729,millet,0.276,21.35,126.65,7.0,13.04,8.09,61.48,473.01,17.65,595.2,rainfed,pulses
S1012396,rice,0.251,32.83,172.44,5.25,11.45,6.82,56.48,333.15,16.74,1500.31,irrigated,vegetable
S1094921,rice,0.42,59.53,124.09,5.99,14.53,29.52,42.41,1147.92,16.8,954.55,rainfed,wheat
S1033801,wheat,0.536,50.73,217.61,6.99,17.44,8.13,35.55,608.99,20.88,1838.48,rainfed,maize
S1001230,rice,0.199,28.5,177.28,6.47,17.47,16.31,57.88,374.42,19.95,2235.25,irrigated,pulses
S1020334,wheat,0.106,22.28,139.71,5.06,4.13,11.8,57.53,138.33,27.19,2003.37,rainfed,vegetable
S1078043,potato,0.658,59.36,164.74,5.52,2.61,12.42,40.61,139.81,15.8,1989.35,rainfed,rice
S1040350,wheat,0.105,11.28,85.81,5.73,12.79,19.32,56.24,441.85,21.19,1742.29,rainfed,rice
S1050862,wheat,0.373,43.04,161.99,6.68,8.16,19.79,68.95,396.82,22.42,759.37,rainfed,pulses
S1065409,millet,0.064,53.26,146.92,6.36,18.68,0.96,66.56,414.75,20.15,2406.79,rainfed,rice
S1098465,sugarcane,0.322,50.72,201.2,5.98,15.21,15.36,50.75,153.16,13.36,1658.29,irrigated,pulses
S1083942,mustard,0.392,24.03,122.66,6.94,3.59,12.93,78.07,109.34,19.84,1383.01,irrigated,vegetable
S1035640,sugarcane,0.178,27.72,219.9,5.94,28.15,17.16,37.97,276.37,16.68,1762.7,irrigated,maize
S1076609,potato,0.293,20.7,156.42,6.79,13.08,15.55,63.59,112.63,14.07,1806.01,irrigated,vegetable
S1001045,rice,0.518,35.16,262.85,5.6,0.1,7.09,44.3,208.94,12.73,1539.66,irrigated,wheat
S1097795,soybean,0.148,48.63,102.94,7.73,9.71,19.35,100.0,271.2,15.36,1125.85,rainfed,rice
S1005937,maize,0.152,17.62,30.19,7.85,18.01,13.32,69.18,146.95,13.16,530.2,irrigated,pulses
S1057687,mustard,0.305,42.63,185.02,5.92,15.15,15.91,60.82,155.96,16.52,1307.41,irrigated,wheat
S1007895,barley,0.118,19.91,157.21,7.75,13.47,6.88,40.54,127.7,15.25,2121.92,rainfed,fallow
S1087484,barley,0.449,47.04,179.67,5.64,13.1,11.2,44.28,259.32,19.36,1795.88,irrigated,pulses
S1017570,mustard,0.503,39.08,183.39,6.62,9.1,16.52,50.4,665.22,13.77,2317.96,rainfed,fallow
S1053064,millet,0.284,53.64,128.56,6.6,7.43,20.76,81.18,69.14,26.12,1467.86,irrigated,vegetable
S1011141,rice,0.35,28.71,139.16,6.68,19.32,16.06,68.79,717.09,23.33,2354.94,irrigated,rice
S1096936,sugarcane,0.489,36.76,195.93,6.4,10.05,8.39,77.21,701.37,19.43,2250.18,irrigated,maize
S1050490,maize,0.246,31.74,203.18,7.81,28.72,24.66,51.68,894.44,15.02,406.73,rainfed,wheat
S1033222,millet,0.362,27.85,185.31,5.73,11.3,26.03,54.42,214.31,15.07,549.41,rainfed,fallow
S1082506,potato,0.137,31.1,78.39,5.47,17.6,18.38,41.13,223.44,23.02,2220.01,irrigated,fallow
S1036296,barley,0.254,26.62,208.74,6.88,9.2,22.6,64.59,263.26,17.68,823.87,irrigated,fallow
S1067924,wheat,0.459,40.06,274.82,6.12,9.04,18.9,49.6,121.82,27.0,1351.88,rainfed,maize
S1094404,mustard,0.585,33.56,245.66,5.81,14.47,11.76,58.16,64.7,22.45,1779.42,irrigated,fallow
S1084992,lentil,0.423,23.82,97.25,5.83,7.34,20.18,56.17,158.32,13.11,555.42,rainfed,fallow
S1062122,barley,0.432,36.91,75.26,7.0,5.87,5.78,53.0,81.82,22.74,2148.4,rainfed,rice
S1065743,sugarcane,0.432,27.97,221.74,7.8,11.26,31.58,77.28,524.19,13.37,773.99,rainfed,wheat
S1040246,sugarcane,0.374,39.29,174.22,7.58,9.22,24.71,61.29,734.31,14.52,820.39,rainfed,maize
S1016361,lentil,0.261,29.95,274.43,6.59,15.12,16.89,66.13,253.4,24.94,651.22,rainfed,rice
S1055938,maize,0.218,34.22,178.14,7.58,10.12,23.16,60.5,322.56,15.44,592.66,rainfed,maize
S1028674,rice,0.63,57.74,323.88,5.86,13.62,11.68,68.25,183.45,18.72,2464.42,rainfed,wheat
S1023957,millet,0.344,41.41,203.93,6.28,14.52,20.3,52.44,148.28,22.99,465.24,irrigated,vegetable
S1007858,sugarcane,0.299,33.78,200.73,5.63,13.46,16.9,35.4,239.26,20.39,340.93,rainfed,wheat
S1094212,millet,0.422,64.79,150.26,6.25,9.25,13.06,67.92,80.4,18.47,577.81,irrigated,maize
S1063351,rice,0.287,26.16,238.44,6.31,14.72,1.77,55.93,159.68,12.0,2025.01,rainfed,wheat
S1050198,soybean,0.315,39.4,264.51,5.58,9.26,18.5,59.09,216.92,21.92,1740.04,rainfed,pulses
S1055238,maize,0.516,53.95,165.72,6.18,19.13,10.64,64.94,182.19,22.98,1804.91,irrigated,maize
S1098340,wheat,0.392,42.96,166.55,6.06,9.57,25.21,72.68,296.2,17.2,1587.21,irrigated,pulses
S1013705,lentil,0.262,53.82,47.71,6.39,9.86,26.5,53.61,110.65,17.79,275.05,rainfed,vegetable
S1013579,wheat,0.502,48.34,213.12,5.97,6.45,21.48,51.42,447.92,12.97,1680.37,rainfed,vegetable
S1034570,soybean,0.499,51.37,202.54,4.88,13.34,3.42,37.13,301.32,12.02,2281.32,rainfed,vegetable
S1093621,wheat,0.239,41.37,139.86,8.29,6.85,20.24,21.4,257.39,16.68,2205.83,rainfed,fallow
S1002104,wheat,0.328,44.1,170.61,7.44,0.1,22.79,56.71,152.25,22.62,1983.15,rainfed,pulses
S1074360,soybean,0.179,38.09,234.7,5.98,12.92,17.72,75.92,204.73,24.52,1876.82,rainfed,vegetable
S1085888,potato,0.361,27.2,178.79,5.89,0.1,14.12,51.87,95.6,15.45,2022.73,irrigated,wheat
